Regiao;Ano;Consumo_Servicos;Consumo_Agricultura;Consumo_Industria;Consumo_Domestico;CDD;HDD;POP;IA;IB;IC;ID;IE;DA;DB;DC;DD;DE;VAB_Agricultura;VAB_Industria;VAB_Servicos;Salarios;D1;D2;D3;I1;I2;I3;I4;I5
Algarve;2021;849600926;69921191;212651369;969653813;111,48;597,7;445992;233,474156;170,6471595;131,0858603;126,5192461;78,40155413;297,8029137;210,2101163;188,5688408;173,5893519;166,6505138;428,2503431;850,9361468;6696,805023;17525,56681;25,00341409;20,49232037;19,42709754;17,94011924;15,5870878;13,04972566;12,01491868;11,36323526
Algarve;2022;1009355785;63997050;222703933;1011125276;213,52;531,49;446833;206,0890887;164,0955949;139,0867308;145,7290138;141,0036313;287,5688872;230,4892178;216,128605;204,610293;201,143995;407,1104275;850,0356882;7712,264718;17438,53344;31,74489689;26,17398295;24,44747974;30,26574757;28,43064039;26,81196738;25,6527021;26,90536691
Alto Alentejo;1995;60671047;15703304;91929093;88259500;368,31;795,52;113022;208,6078879;216,3730516;178,0325558;152,7957737;135,7285909;342,5044188;235,6035176;206,4335532;197,1950732;158,1986333;269,0030665;333,6254061;698,9423867;8022,987258;15,82176659;14,67690798;11,51833376;12,10984472;9,441055261;7,209294394;6,31769052;-5,283300638
Alto Alentejo;1996;69629408;16722958;87115566;94716962;283,3;1079,12;112104;190,2267667;197,3670615;162,0536471;138,6924652;123,0148614;319,1331241;222,0648368;197,5127246;189,9526193;154,9715386;269,7944865;368,5028531;697,8753385;8501,440984;15,62968621;14,49872649;11,37849818;11,46693587;9,116659359;7,017872939;6,150828212;-3,517135095
Alto Alentejo;1997;72951523;21135167;101004458;96853646;257,42;772,28;111223;181,6240445;188,4763612;154,5912783;132,0765232;117,0164864;312,0096746;216,1109327;192,4811616;184,3114029;151,0185906;238,5419478;354,4364614;724,6016252;8861,509507;18,06461113;16,75746092;13,15113701;11,85641087;9,650124077;7,511913121;6,613140978;-1,906371491
Alto Alentejo;1998;81201410;25076971;101997647;103984528;405,04;1031,97;110480;171,6585205;178,0598456;145,9060635;124,5683134;110,1469375;314,2817588;210,6588681;187,8065995;181,0184239;149,4854642;235,1832099;383,7763584;772,0660188;9365,884317;17,62200432;16,34688102;12,82891681;11,34873593;9,134737978;7,206666694;6,299687593;-0,391213412
Alto Alentejo;1999;87322300;28798955;100466860;111300589;354,49;1155,12;109821;160,6860922;157,5297583;129,1227527;110,184749;97,41594342;302,9404971;203,9656473;182,2664957;175,9299766;145,9784642;232,1942727;399,9620306;810,0171563;9678,8527;17,25362053;16,00515337;12,56073136;10,46049011;8,270610286;6,390456128;5,492507861;1,053286107
Alto Alentejo;2000;94078256;28160912;92782309;118875026;314,92;1173,45;109233;156,1708754;153,0867109;125,4694196;107,1046219;94,6277746;292,7677972;196,0561601;176,8724926;169,291407;142,873023;243,6812395;361,6379148;883,5794853;10351,66891;20,16591267;18,70671287;14,68089618;11,48692577;9,535904983;8,023352982;7,046317394;2,431095719
Alto Alentejo;2001;101455091;32500952;86280117;127448701;326,26;1116,93;108744;153,7516048;150,6165987;123,4919805;105,3634668;93,09605149;284,9689008;193,367734;175,2605359;168,1908768;140,6382134;228,1180393;363,9019698;912,6711618;10835,48494;22,67465388;21,03392226;16,50727369;13,4089718;11,64488995;10,27877779;9,0789934;3,726775572
Alto Alentejo;2002;103140678;34114765;90929458;130723629;220,79;1060,13;108262;150,9707138;137,1273785;113,8810229;99,51529751;91,1570573;280,1789673;191,8648385;171,5355763;163,7254761;136,0460989;220,1403755;358,2080559;925,6751034;11197,08656;23,04175283;21,37445804;16,77452376;12,51129563;10,54879054;8,944782748;7,539937246;4,876709508
Alto Alentejo;2003;106816842;35858977;108246767;138687350;383,12;1141,81;107635;149,8845863;133,8120171;111,1213312;97,12874159;88,9348828;275,0511733;190,2602173;170,043525;161,5282265;137,8782286;200,6398689;372,6655223;961,7245524;11809,50384;23,06256103;21,23470022;16,01794345;11,64443928;9,905021649;8,521700984;7,335050121;5,967842222
Alto Alentejo;2004;112069186;44442627;125943477;147963000;388,6;1276,22;106973;148,1399061;131,7749041;109,425685;95,5032206;87,60568232;227,9837054;160,7841593;146,919667;140,8264489;128,7051023;202,8100042;363,4324988;979,8630434;12127,97868;23,06162595;21,12387944;14,17893083;10,86402856;9,41143622;8,114837772;6,744000758;5,584049341
Alto Alentejo;2005;117790088;40964441;121115496;157404098;417,83;1273,48;106312;148,0506582;135,1066643;112,6783615;98,72032203;90,72725669;227,3792325;161,829865;148,3521231;141,576765;130,04616;181,0500881;314,7024917;998,8778677;12818,47029;23,91119534;21,67313704;14,76191917;11,28159184;10,13896916;8,960862334;7,295063288;5,916911362
Alto Alentejo;2006;122188868;35875355;123606353;157404098;476,68;1103,3;105622;156,297719;149,1826736;123,9884144;108,3586425;99,26071557;239,5541042;169,0456543;157,3970542;149,2841405;138,9153397;170,9430485;329,3997756;967,3907349;13494,92865;25,21175519;22,61651322;16,13326828;13,17723907;12,02701898;10,65715624;8,836821226;7,470451655
Alto Alentejo;2007;127510504;37829410;120862291;166178054;246,59;1155,82;104923;160,7463546;153,2803029;127,4884881;111,4251648;102,1491613;244,2120247;174,136297;163,2330023;155,4340784;145,7489509;151,5676359;336,1623694;984,0222144;14067,19932;24,84837737;21,07689006;15,1583473;13,76050316;12,5617995;10,88241872;9,076903958;8,020271657
Alto Alentejo;2008;128749430;39840356;117603080;157483389;211,21;1177,93;104140;177,274146;126,5928424;104,0678185;94,0750996;55,37401696;244,8381759;175,9491446;164,9359609;156,9948571;147,6769272;141,9518169;294,0476238;1005,74894;14618,80654;24,84156797;19,23625995;17,47179975;16,17119612;14,73563504;13,20526606;11,71338612;10,60407035
Alto Alentejo;2009;132611376;42246255;104424041;165828865;393,08;1025,57;103355;178,3415639;128,6168792;106,1761936;93,85265159;61,94059747;243,1056337;175,6421544;164,8132694;158,702709;151,3696894;139,4476043;265,7300064;1015,195091;14914,7148;23,39648662;17,91875293;15,49015412;15,74411516;13,98713245;11,89384975;10,37126202;9,395755417
Alto Alentejo;2010;134859682;39972175;106832377;173248297;483,56;1237,73;102536;189,3305614;136,0966031;105,5996769;91,21945365;57,8464828;262,439978;185,1819152;172,5486747;164,9900862;161,4256931;138,8901649;267,3625364;1027,640054;14795,45944;23,55860417;18,44195795;15,62723275;15,81426208;14,33678308;12,32524668;10,8803734;9,625676444
Alto Alentejo;2011;128983671;38464989;98653490;158966687;290,75;1054,35;101848;202,717746;149,094942;117,4136047;107,5131868;64,80760041;270,3295729;194,0999803;180,7296688;172,4312714;167,7755143;135,4677419;260,911828;990,5268817;14447,0421;25,58053922;20,04700835;17,25348503;17,27548992;15,87038971;13,75021642;12,11419297;10,7215031
Alto Alentejo;2012;124736740;43509994;108086629;150556063;335,19;1294,7;100846;227,5904726;174,6168281;145,1870256;132,8987923;79,8735166;272,3633564;198,4887783;185,1629237;176,9602199;173,0079323;122,8513545;221,0436324;895,1885039;13612,79028;29,19746195;22,82616786;19,857372;18,7390151;17,09585525;14,86922791;13,20779644;11,89116445
Alto Alentejo;2013;124757925;38668134;106614216;145881565;419,62;1270,79;99365;227,987285;176,0395431;141,3239826;127,357375;76,41442498;274,6129791;198,6003629;184,7504408;176,110851;170,8583823;132,543106;223,820413;881,9380153;14195,13332;30,9626628;24,69778522;22,06020645;18,30978295;16,80941338;14,48114074;12,78678786;11,29507327
Alto Alentejo;2014;113622020;36843191;105472918;149257708;224,68;1049,19;97865;232,6844342;180,8264692;144,6010502;124,2085944;66,63873762;278,117356;196,132529;182,33768;174,0171313;171,080372;139,7910361;240,8484311;895,2027553;14188,97976;33,3494314;27,47219537;25,60831489;17,60573796;15,88900922;13,55703178;11,7526182;11,14194683
Alto Alentejo;2015;117398414;42257693;108969991;148907934;394,21;974,25;96417;241,07551;179,726365;141,79139;127,92377;68,383445;280,6534965;199,2392539;183,6827535;174,2334519;172,0016015;148,8799546;264,539925;909,1923191;14419,1983;33,000916;27,3282555;25,5998275;16,78684194;14,57711405;12,31559873;10,6622922;10,17596256
Alto Alentejo;2016;121706510;40454266;113570223;154868210;509,43;1137,66;95007;245,7;184,35;138,8;125,85;54,8;281,0166667;197,3887097;179,8983871;168,6741935;167,2951613;149,364;268,392;926,86;14631,17228;29,31;23,99;22,825;15,03025714;12,73093621;10,60341724;8,935477586;8,417623404
Alto Alentejo;2017;122069052;47293201;116978405;146363935;494,54;977,19;93675;243,3165631;185,6565059;139,0450824;125,8261813;63,43099536;287,5453741;197,051218;177,1177491;164,198028;160,0111802;152,6131992;263,6894545;936,4170859;15092,41211;26,46784058;21,53275131;20,0384236;14,42820342;12,53704431;10,30373878;8,662760185;8,209972269
Alto Alentejo;2018;121089693;45744751;121528899;151592284;417,82;1229,35;92498;242,3477241;179,4408582;137,7797117;128,4511315;59,7810589;296,4969411;201,1863812;179,5255155;165,1793637;160,4721274;151,3398532;276,9093814;962,439883;16000,20298;25,80964189;20,92390786;19,52300908;14,96152869;13,24205401;11,01373911;9,257567651;8,842508195
Alto Alentejo;2019;116416091;47557357;128429127;147728693;320,96;1000,39;91418;208,7194231;170,8500874;137,1181471;122,2721993;60,74669776;305,7698693;207,9198724;184,8908989;169,9468027;163,4630012;151,6126596;276,4568586;990,7085481;16291,47507;25,51448921;20,77629546;19,50893828;15,36431605;13,4941732;11,02439843;8,926155523;7,796367048
Alto Alentejo;2020;108894328;42321021;131619337;155439935;466,46;932,54;90627;228,6017806;168,4818489;132,6532905;120,7753445;51,74695331;302,9060881;201,6231005;179,6856992;166,0239161;160,1268054;154,7715837;267,2391812;970,861442;16544,75853;25,73254775;21,19945622;20,14840404;14,24580116;12,44508802;9,801575242;7,673338107;6,672392279
Alto Alentejo;2021;106904806;47154223;141600961;157090750;271,59;982,92;90059;233,474156;170,6471595;131,0858603;126,5192461;78,40155413;297,8029137;210,2101163;188,5688408;173,5893519;166,6505138;158,588414;276,5445376;1006,956682;17278,97331;25,00341409;20,49232037;19,42709754;17,94011924;15,5870878;13,04972566;12,01491868;11,36323526
Alto Alentejo;2022;117419311;46550329;152280734;152747405;505,7;901,71;89360;206,0890887;164,0955949;139,0867308;145,7290138;141,0036313;287,5688872;230,4892178;216,128605;204,610293;201,143995;157,1715722;268,6986239;1022,2527;18807,73256;31,74489689;26,17398295;24,44747974;30,26574757;28,43064039;26,81196738;25,6527021;26,90536691
Alto Minho;1995;104663407;3291479;155139224;147910247;61,82;1041,98;247539;208,6078879;216,3730516;178,0325558;152,7957737;135,7285909;342,5044188;235,6035176;206,4335532;197,1950732;158,1986333;182,0526457;758,4704553;1162,493542;7409,438733;15,82176659;14,67690798;11,51833376;12,10984472;9,441055261;7,209294394;6,31769052;-5,283300638
Alto Minho;1996;115408201;3656116;166264153;157329544;25,75;1456,31;247303;190,2267667;197,3670615;162,0536471;138,6924652;123,0148614;319,1331241;222,0648368;197,5127246;189,9526193;154,9715386;182,9033079;824,3889444;1159,194263;7848,206535;15,62968621;14,49872649;11,37849818;11,46693587;9,116659359;7,017872939;6,150828212;-3,517135095
Alto Minho;1997;118965746;3467339;174954656;163117273;36,08;996,72;247292;181,6240445;188,4763612;154,5912783;132,0765232;117,0164864;312,0096746;216,1109327;192,4811616;184,3114029;151,0185906;126,5525017;878,9941111;1226,011998;8346,054136;18,06461113;16,75746092;13,15113701;11,85641087;9,650124077;7,511913121;6,613140978;-1,906371491
Alto Minho;1998;127740283;3828993;201569504;174530911;36,57;1262,58;247524;171,6585205;178,0598456;145,9060635;124,5683134;110,1469375;314,2817588;210,6588681;187,8065995;181,0184239;149,4854642;129,3567989;905,4225421;1279,120125;8907,666643;17,62200432;16,34688102;12,82891681;11,34873593;9,134737978;7,206666694;6,299687593;-0,391213412
Alto Minho;1999;141809884;4102994;211044892;186625411;21,48;1385,1;248064;160,6860922;157,5297583;129,1227527;110,184749;97,41594342;302,9404971;203,9656473;182,2664957;175,9299766;145,9784642;104,5234336;955,2529938;1338,895343;9445,355701;17,25362053;16,00515337;12,56073136;10,46049011;8,270610286;6,390456128;5,492507861;1,053286107
Alto Minho;2000;155202464;4092421;219881451;199199602;34,71;1434,65;249042;156,1708754;153,0867109;125,4694196;107,1046219;94,6277746;292,7677972;196,0561601;176,8724926;169,291407;142,873023;89,51366909;979,2502683;1418,996051;9915,71966;20,16591267;18,70671287;14,68089618;11,48692577;9,535904983;8,023352982;7,046317394;2,431095719
Alto Minho;2001;162139901;4149193;232793165;211179686;35,37;1387,26;250083;153,7516048;150,6165987;123,4919805;105,3634668;93,09605149;284,9689008;193,367734;175,2605359;168,1908768;140,6382134;93,38910641;991,7332902;1473,461058;10330,64208;22,67465388;21,03392226;16,50727369;13,4089718;11,64488995;10,27877779;9,0789934;3,726775572
Alto Minho;2002;171237260;4927535;224613639;224416285;6,59;1266,9;250659;150,9707138;137,1273785;113,8810229;99,51529751;91,1570573;280,1789673;191,8648385;171,5355763;163,7254761;136,0460989;83,12139292;987,6645143;1491,209308;10737,85236;23,04175283;21,37445804;16,77452376;12,51129563;10,54879054;8,944782748;7,539937246;4,876709508
Alto Minho;2003;181880849;6314171;244786578;237502785;102,09;1323,06;250651;149,8845863;133,8120171;111,1213312;97,12874159;88,9348828;275,0511733;190,2602173;170,043525;161,5282265;137,8782286;81,88942482;926,219932;1495,965407;11126,29388;23,06256103;21,23470022;16,01794345;11,64443928;9,905021649;8,521700984;7,335050121;5,967842222
Alto Minho;2004;198647713;6301640;254400026;253601038;35,72;1420,97;250308;148,1399061;131,7749041;109,425685;95,5032206;87,60568232;227,9837054;160,7841593;146,919667;140,8264489;128,7051023;84,95756446;872,8945512;1541,666234;11562,42232;23,06162595;21,12387944;14,17893083;10,86402856;9,41143622;8,114837772;6,744000758;5,584049341
Alto Minho;2005;213229141;6681831;349715886;267113672;77,62;1399,01;249878;148,0506582;135,1066643;112,6783615;98,72032203;90,72725669;227,3792325;161,829865;148,3521231;141,576765;130,04616;77,6222085;837,5980899;1613,779613;11963,10741;23,91119534;21,67313704;14,76191917;11,28159184;10,13896916;8,960862334;7,295063288;5,916911362
Alto Minho;2006;224365791;6424431;389262449;267113672;106,33;1290,81;249301;156,297719;149,1826736;123,9884144;108,3586425;99,26071557;239,5541042;169,0456543;157,3970542;149,2841405;138,9153397;74,44437027;841,3891125;1709,856222;12421,20662;25,21175519;22,61651322;16,13326828;13,17723907;12,02701898;10,65715624;8,836821226;7,470451655
Alto Minho;2007;223091973;6260996;375808852;265668448;21,47;1399,15;248751;160,7463546;153,2803029;127,4884881;111,4251648;102,1491613;244,2120247;174,136297;163,2330023;155,4340784;145,7489509;69,33586425;876,9194409;1706,59235;13082,59297;24,84837737;21,07689006;15,1583473;13,76050316;12,5617995;10,88241872;9,076903958;8,020271657
Alto Minho;2008;229738094;5941810;383715084;261284726;7,21;1486,81;248006;177,274146;126,5928424;104,0678185;94,0750996;55,37401696;244,8381759;175,9491446;164,9359609;156,9948571;147,6769272;67,32884211;892,304528;1751,224541;13634,10173;24,84156797;19,23625995;17,47179975;16,17119612;14,73563504;13,20526606;11,71338612;10,60407035
Alto Minho;2009;221831103;5595209;391879386;275029331;21,09;1410,76;247092;178,3415639;128,6168792;106,1761936;93,85265159;61,94059747;243,1056337;175,6421544;164,8132694;158,702709;151,3696894;62,54762608;886,9290834;1796,741208;14422,53034;23,39648662;17,91875293;15,49015412;15,74411516;13,98713245;11,89384975;10,37126202;9,395755417
Alto Minho;2010;232292110;6153996;425735817;284971440;63,86;1475,66;246001;189,3305614;136,0966031;105,5996769;91,21945365;57,8464828;262,439978;185,1819152;172,5486747;164,9900862;161,4256931;65,59335324;993,9631989;1842,453889;14485,29765;23,55860417;18,44195795;15,62723275;15,81426208;14,33678308;12,32524668;10,8803734;9,625676444
Alto Minho;2011;245600140;6219765;375906292;273532779;22,41;1183,44;244344;202,717746;149,094942;117,4136047;107,5131868;64,80760041;270,3295729;194,0999803;180,7296688;172,4312714;167,7755143;63,22150538;893,1354839;1791,222581;14111,91412;25,58053922;20,04700835;17,25348503;17,27548992;15,87038971;13,75021642;12,11419297;10,7215031
Alto Minho;2012;213428100;4839176;384446506;253938113;18,5;1501,33;242328;227,5904726;174,6168281;145,1870256;132,8987923;79,8735166;272,3633564;198,4887783;185,1629237;176,9602199;173,0079323;58,92569297;909,0752402;1634,868899;13230,20616;29,19746195;22,82616786;19,857372;18,7390151;17,09585525;14,86922791;13,20779644;11,89116445
Alto Minho;2013;230139169;5013231;442362523;276142349;76,59;1528,5;240197;227,987285;176,0395431;141,3239826;127,357375;76,41442498;274,6129791;198,6003629;184,7504408;176,110851;170,8583823;59,22444493;980,7552808;1632,677336;13972,53469;30,9626628;24,69778522;22,06020645;18,30978295;16,80941338;14,48114074;12,78678786;11,29507327
Alto Minho;2014;192496699;12689776;438409695;303547933;9,62;1290,36;238011;232,6844342;180,8264692;144,6010502;124,2085944;66,63873762;278,117356;196,132529;182,33768;174,0171313;171,080372;57,95165166;986,2042145;1620,711218;13393,99739;33,3494314;27,47219537;25,60831489;17,60573796;15,88900922;13,55703178;11,7526182;11,14194683
Alto Minho;2015;195152281;12645731;455308288;305122227;25,08;1204,51;236161;241,07551;179,726365;141,79139;127,92377;68,383445;280,6534965;199,2392539;183,6827535;174,2334519;172,0016015;63,7367874;962,9414054;1659,715953;13664,09768;33,000916;27,3282555;25,5998275;16,78684194;14,57711405;12,31559873;10,6622922;10,17596256
